연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비
2017,노인사고,1501,741,1.97,29,1.64,3.91,801,1.97
2017,보행자사고,1501,861,1.82,35,2.09,4.07,880,1.84
2017,자전거사고,1501,110,1.94,2,1.59,1.82,111,1.87
2017,야간사고,1501,2115,2.33,40,1.9,1.89,3421,2.52
2017,어린이보행사고,1501,91,2.26,2,5.71,2.2,94,2.29
2017,스쿨존내어린이사고,1501,16,3.34,1,12.5,6.25,15,3.08
2017,고령운전사고,1501,517,1.94,11,1.3,2.13,780,2.02
2017,고령보행사고,1501,222,1.85,20,2.21,9.01,206,1.84
2017,PM사고,1501,6,5.13,0,0,0,6,4.84
2017,뺑소니사고,1501,102,1.29,3,2,2.94,164,1.43
2017,무면허사고,1501,100,1.95,3,1.89,3,142,1.9
2017,전체,1502,1265,0.58,43,1.03,3.4,2111,0.65
2017,어린이사고,1502,66,0.6,1,1.85,1.52,90,0.67
2017,노인사고,1502,278,0.74,21,1.19,7.55,312,0.77
2017,보행자사고,1502,177,0.37,12,0.72,6.78,171,0.36
2017,자전거사고,1502,25,0.44,0,0,0,28,0.47
2017,야간사고,1502,509,0.56,19,0.9,3.73,867,0.64
2017,어린이보행사고,1502,17,0.42,1,2.86,5.88,17,0.41
2017,스쿨존내어린이사고,1502,3,0.63,0,0,0,3,0.62
2017,고령운전사고,1502,189,0.71,7,0.83,3.7,270,0.7
2017,고령보행사고,1502,52,0.43,10,1.1,19.23,42,0.37
2017,뺑소니사고,1502,34,0.43,1,0.67,2.94,75,0.66
2017,무면허사고,1502,31,0.6,1,0.63,3.23,42,0.56
2017,전체,1503,949,0.44,13,0.31,1.37,1667,0.52
2017,어린이사고,1503,60,0.55,0,0,0,79,0.59
2017,노인사고,1503,209,0.56,6,0.34,2.87,252,0.62
2017,보행자사고,1503,171,0.36,6,0.36,3.51,174,0.36
2017,자전거사고,1503,10,0.18,0,0,0,11,0.19
2017,야간사고,1503,349,0.38,9,0.43,2.58,616,0.45
2017,어린이보행사고,1503,17,0.42,0,0,0,17,0.41
2017,스쿨존내어린이사고,1503,4,0.84,0,0,0,4,0.82
2017,고령운전사고,1503,144,0.54,1,0.12,0.69,235,0.61
2017,고령보행사고,1503,54,0.45,5,0.55,9.26,50,0.45
2017,뺑소니사고,1503,27,0.34,3,2,11.11,30,0.26
2017,무면허사고,1503,22,0.43,1,0.63,4.55,33,0.44
2017,전체,1512,145,0.07,19,0.45,13.1,218,0.07
2017,어린이사고,1512,7,0.06,0,0,0,7,0.05
2017,노인사고,1512,57,0.15,7,0.4,12.28,61,0.15
2017,보행자사고,1512,19,0.04,3,0.18,15.79,16,0.03
2017,자전거사고,1512,3,0.05,0,0,0,3,0.05
2017,야간사고,1512,45,0.05,10,0.47,22.22,62,0.05
2017,어린이보행사고,1512,4,0.1,0,0,0,4,0.1
2017,고령운전사고,1512,33,0.12,6,0.71,18.18,46,0.12
2017,고령보행사고,1512,6,0.05,2,0.22,33.33,4,0.04
2017,뺑소니사고,1512,1,0.01,0,0,0,1,0.01
2017,무면허사고,1512,7,0.14,0,0,0,7,0.09
2017,전체,1513,222,0.1,10,0.24,4.5,351,0.11
2017,어린이사고,1513,5,0.05,0,0,0,8,0.06
2017,노인사고,1513,84,0.22,4,0.23,4.76,91,0.22
2017,보행자사고,1513,32,0.07,3,0.18,9.38,30,0.06
2017,자전거사고,1513,4,0.07,0,0,0,4,0.07
2017,야간사고,1513,71,0.08,5,0.24,7.04,114,0.08
2017,어린이보행사고,1513,3,0.07,0,0,0,3,0.07
2017,고령운전사고,1513,56,0.21,3,0.35,5.36,79,0.2
2017,고령보행사고,1513,14,0.12,2,0.22,14.29,12,0.11
2017,뺑소니사고,1513,3,0.04,1,0.67,33.33,3,0.03
2017,무면허사고,1513,11,0.21,1,0.63,9.09,13,0.17
2017,전체,1514,191,0.09,12,0.29,6.28,274,0.08
2017,어린이사고,1514,7,0.06,0,0,0,8,0.06
2017,노인사고,1514,72,0.19,2,0.11,2.78,81,0.2
2017,보행자사고,1514,29,0.06,2,0.12,6.9,27,0.06
2017,자전거사고,1514,2,0.04,0,0,0,2,0.03
2017,야간사고,1514,52,0.06,5,0.24,9.62,74,0.05
2017,어린이보행사고,1514,2,0.05,0,0,0,2,0.05
2017,고령운전사고,1514,43,0.16,2,0.24,4.65,60,0.16
2017,고령보행사고,1514,13,0.11,0,0,0,13,0.12
2017,뺑소니사고,1514,5,0.06,0,0,0,6,0.05
2017,무면허사고,1514,9,0.18,0,0,0,11,0.15
2017,전체,1515,516,0.24,17,0.41,3.29,827,0.26
2017,어린이사고,1515,27,0.25,0,0,0,32,0.24
2017,노인사고,1515,113,0.3,4,0.23,3.54,122,0.3
2017,보행자사고,1515,69,0.15,6,0.36,8.7,70,0.15
2017,자전거사고,1515,12,0.21,0,0,0,12,0.2
2017,야간사고,1515,201,0.22,5,0.24,2.49,305,0.22
2017,어린이보행사고,1515,9,0.22,0,0,0,9,0.22
2017,스쿨존내어린이사고,1515,2,0.42,0,0,0,2,0.41
2017,고령운전사고,1515,63,0.24,1,0.12,1.59,100,0.26
2017,고령보행사고,1515,15,0.13,2,0.22,13.33,13,0.12
2017,뺑소니사고,1515,13,0.16,1,0.67,7.69,19,0.17
2017,무면허사고,1515,22,0.43,2,1.26,9.09,23,0.31
2017,전체,1516,195,0.09,15,0.36,7.69,337,0.1
2017,어린이사고,1516,13,0.12,0,0,0,18,0.13
2017,노인사고,1516,64,0.17,6,0.34,9.38,81,0.2
2017,보행자사고,1516,27,0.06,6,0.36,22.22,25,0.05
2017,자전거사고,1516,3,0.05,0,0,0,3,0.05
2017,야간사고,1516,52,0.06,7,0.33,13.46,71,0.05
2017,어린이보행사고,1516,3,0.07,0,0,0,4,0.1
2017,스쿨존내어린이사고,1516,1,0.21,0,0,0,1,0.21
2017,고령운전사고,1516,33,0.12,3,0.35,9.09,53,0.14
2017,고령보행사고,1516,11,0.09,3,0.33,27.27,9,0.08
2017,뺑소니사고,1516,3,0.04,1,0.67,33.33,2,0.02
2017,무면허사고,1516,10,0.19,0,0,0,23,0.31
2017,전체,1517,624,0.29,21,0.5,3.37,1121,0.35
2017,어린이사고,1517,45,0.41,0,0,0,60,0.45
2017,노인사고,1517,112,0.3,10,0.57,8.93,122,0.3
2017,보행자사고,1517,79,0.17,7,0.42,8.86,74,0.16
2017,자전거사고,1517,8,0.14,0,0,0,9,0.15
2017,야간사고,1517,233,0.26,12,0.57,5.15,406,0.3
2017,어린이보행사고,1517,14,0.35,0,0,0,14,0.34
2017,스쿨존내어린이사고,1517,3,0.63,0,0,0,3,0.62
2017,고령운전사고,1517,75,0.28,8,0.94,10.67,117,0.3
2017,고령보행사고,1517,16,0.13,6,0.66,37.5,10,0.09
2017,PM사고,1517,1,0.85,0,0,0,1,0.81
2017,뺑소니사고,1517,23,0.29,1,0.67,4.35,37,0.32
2017,무면허사고,1517,35,0.68,1,0.63,2.86,48,0.64
2017,전체,1520,143,0.07,9,0.22,6.29,295,0.09
2017,어린이사고,1520,5,0.05,0,0,0,7,0.05
2017,노인사고,1520,33,0.09,0,0,0,45,0.11
2017,보행자사고,1520,17,0.04,1,0.06,5.88,18,0.04
2017,자전거사고,1520,1,0.02,0,0,0,1,0.02
2017,야간사고,1520,35,0.04,3,0.14,8.57,44,0.03
2017,고령운전사고,1520,30,0.11,0,0,0,47,0.12
2017,고령보행사고,1520,7,0.06,0,0,0,8,0.07
2017,뺑소니사고,1520,2,0.03,0,0,0,3,0.03
2017,무면허사고,1520,4,0.08,3,1.89,75,3,0.04
2017,전체,1521,191,0.09,4,0.1,2.09,302,0.09
2017,어린이사고,1521,16,0.15,0,0,0,16,0.12
2017,노인사고,1521,54,0.14,0,0,0,61,0.15
2017,보행자사고,1521,26,0.05,1,0.06,3.85,25,0.05
2017,자전거사고,1521,8,0.14,0,0,0,8,0.13
2017,야간사고,1521,65,0.07,2,0.09,3.08,107,0.08
2017,어린이보행사고,1521,1,0.02,0,0,0,1,0.02
2017,고령운전사고,1521,21,0.08,0,0,0,38,0.1
2017,고령보행사고,1521,16,0.13,0,0,0,16,0.14
2017,뺑소니사고,1521,2,0.03,0,0,0,2,0.02
2017,무면허사고,1521,7,0.14,1,0.63,14.29,10,0.13
2017,전체,1600,9241,4.27,351,8.39,3.8,14158,4.39
2017,어린이사고,1600,452,4.12,6,11.11,1.33,600,4.47
2017,노인사고,1600,2137,5.69,145,8.21,6.79,2423,5.97
2017,보행자사고,1600,1749,3.69,101,6.03,5.77,1724,3.61
2017,자전거사고,1600,152,2.69,9,7.14,5.92,147,2.48
2017,야간사고,1600,3720,4.1,168,7.97,4.52,5581,4.11
2017,어린이보행사고,1600,155,3.86,1,2.86,0.65,159,3.88
2017,스쿨존내어린이사고,1600,14,2.92,1,12.5,7.14,13,2.67
2017,고령운전사고,1600,1357,5.08,71,8.37,5.23,1979,5.12
2017,고령보행사고,1600,546,4.56,58,6.4,10.62,498,4.44
2017,PM사고,1600,3,2.56,0,0,0,3,2.42
2017,뺑소니사고,1600,434,5.51,12,8,2.76,652,5.7
2017,무면허사고,1600,357,6.95,21,13.21,5.88,501,6.7
2017,전체,1602,2776,1.28,49,1.17,1.77,4195,1.3
2017,어린이사고,1602,129,1.18,0,0,0,170,1.27
2017,노인사고,1602,356,0.95,17,0.96,4.78,379,0.93
2017,보행자사고,1602,522,1.1,18,1.07,3.45,527,1.1
2017,자전거사고,1602,40,0.71,0,0,0,41,0.69
2017,야간사고,1602,1310,1.44,30,1.42,2.29,1974,1.45
2017,어린이보행사고,1602,43,1.07,0,0,0,45,1.1
2017,스쿨존내어린이사고,1602,4,0.84,0,0,0,4,0.82
2017,고령운전사고,1602,214,0.8,8,0.94,3.74,281,0.73
2017,고령보행사고,1602,116,0.97,10,1.1,8.62,109,0.97
2017,PM사고,1602,1,0.85,0,0,0,1,0.81
2017,뺑소니사고,1602,163,2.07,4,2.67,2.45,234,2.05
2017,무면허사고,1602,88,1.71,6,3.77,6.82,136,1.82
2017,전체,1603,1038,0.48,51,1.22,4.91,1471,0.46
2017,어린이사고,1603,59,0.54,1,1.85,1.69,72,0.54
2017,노인사고,1603,146,0.39,13,0.74,8.9,147,0.36
2017,보행자사고,1603,209,0.44,15,0.9,7.18,203,0.43
2017,자전거사고,1603,6,0.11,1,0.79,16.67,5,0.08
2017,야간사고,1603,483,0.53,30,1.42,6.21,679,0.5
2017,어린이보행사고,1603,23,0.57,0,0,0,24,0.59
2017,고령운전사고,1603,100,0.37,11,1.3,11,141,0.37
2017,고령보행사고,1603,54,0.45,5,0.55,9.26,50,0.45
2017,뺑소니사고,1603,72,0.91,3,2,4.17,106,0.93
2017,무면허사고,1603,34,0.66,0,0,0,46,0.62
2017,전체,1604,446,0.21,24,0.57,5.38,665,0.21
2017,어린이사고,1604,29,0.26,0,0,0,39,0.29
2017,노인사고,1604,121,0.32,10,0.57,8.26,134,0.33
2017,보행자사고,1604,139,0.29,10,0.6,7.19,131,0.27
2017,자전거사고,1604,11,0.19,1,0.79,9.09,10,0.17
2017,야간사고,1604,191,0.21,13,0.62,6.81,278,0.2
2017,어린이보행사고,1604,15,0.37,0,0,0,15,0.37
2017,스쿨존내어린이사고,1604,2,0.42,0,0,0,2,0.41
2017,고령운전사고,1604,84,0.31,7,0.83,8.33,110,0.28
2017,고령보행사고,1604,48,0.4,5,0.55,10.42,43,0.38
2017,뺑소니사고,1604,27,0.34,2,1.33,7.41,44,0.38
2017,무면허사고,1604,22,0.43,1,0.63,4.55,29,0.39
2017,전체,1605,598,0.28,26,0.62,4.35,1047,0.32
2017,어린이사고,1605,38,0.35,2,3.7,5.26,55,0.41
2017,노인사고,1605,156,0.42,12,0.68,7.69,183,0.45
2017,보행자사고,1605,91,0.19,5,0.3,5.49,93,0.19
2017,자전거사고,1605,15,0.27,0,0,0,15,0.25
2017,야간사고,1605,223,0.25,13,0.62,5.83,380,0.28
2017,어린이보행사고,1605,7,0.17,0,0,0,7,0.17
2017,고령운전사고,1605,101,0.38,2,0.24,1.98,189,0.49
2017,고령보행사고,1605,31,0.26,3,0.33,9.68,30,0.27
2017,뺑소니사고,1605,20,0.25,0,0,0,32,0.28
2017,무면허사고,1605,24,0.47,2,1.26,8.33,34,0.45
2017,전체,1606,774,0.36,30,0.72,3.88,1125,0.35
2017,어린이사고,1606,37,0.34,1,1.85,2.7,47,0.35
2017,노인사고,1606,193,0.51,17,0.96,8.81,215,0.53
2017,보행자사고,1606,139,0.29,11,0.66,7.91,135,0.28
2017,자전거사고,1606,22,0.39,2,1.59,9.09,20,0.34
2017,야간사고,1606,310,0.34,12,0.57,3.87,445,0.33
2017,어린이보행사고,1606,9,0.22,1,2.86,11.11,8,0.2
2017,스쿨존내어린이사고,1606,3,0.63,1,12.5,33.33,2,0.41
2017,고령운전사고,1606,106,0.4,7,0.83,6.6,138,0.36
2017,고령보행사고,1606,48,0.4,8,0.88,16.67,41,0.37
2017,PM사고,1606,1,0.85,0,0,0,1,0.81
2017,뺑소니사고,1606,38,0.48,1,0.67,2.63,56,0.49
2017,무면허사고,1606,35,0.68,2,1.26,5.71,50,0.67
2017,전체,1611,232,0.11,12,0.29,5.17,356,0.11
2017,어린이사고,1611,13,0.12,1,1.85,7.69,17,0.13
2017,노인사고,1611,89,0.24,7,0.4,7.87,100,0.25
2017,보행자사고,1611,44,0.09,2,0.12,4.55,50,0.1
2017,자전거사고,1611,1,0.02,1,0.79,100,0,0
2017,야간사고,1611,56,0.06,2,0.09,3.57,83,0.06
2017,어린이보행사고,1611,3,0.07,0,0,0,4,0.1
2017,고령운전사고,1611,43,0.16,2,0.24,4.65,56,0.14
2017,고령보행사고,1611,20,0.17,1,0.11,5,20,0.18
2017,뺑소니사고,1611,11,0.14,1,0.67,9.09,15,0.13
2017,무면허사고,1611,11,0.21,0,0,0,12,0.16
2017,전체,1612,370,0.17,14,0.33,3.78,620,0.19
2017,어린이사고,1612,19,0.17,0,0,0,25,0.19
2017,노인사고,1612,131,0.35,6,0.34,4.58,156,0.38
2017,보행자사고,1612,67,0.14,2,0.12,2.99,71,0.15
2017,자전거사고,1612,3,0.05,0,0,0,3,0.05
2017,야간사고,1612,127,0.14,4,0.19,3.15,198,0.15
2017,어린이보행사고,1612,6,0.15,0,0,0,6,0.15
2017,고령운전사고,1612,87,0.33,3,0.35,3.45,136,0.35
2017,고령보행사고,1612,27,0.23,2,0.22,7.41,26,0.23
2017,뺑소니사고,1612,22,0.28,1,0.67,4.55,32,0.28
2017,무면허사고,1612,21,0.41,1,0.63,4.76,27,0.36
2017,전체,1615,581,0.27,34,0.81,5.85,892,0.28
2017,어린이사고,1615,22,0.2,0,0,0,31,0.23
2017,노인사고,1615,188,0.5,17,0.96,9.04,202,0.5
2017,보행자사고,1615,109,0.23,10,0.6,9.17,103,0.22
2017,자전거사고,1615,18,0.32,2,1.59,11.11,19,0.32
2017,야간사고,1615,200,0.22,14,0.66,7,312,0.23
2017,어린이보행사고,1615,8,0.2,0,0,0,8,0.2
2017,고령운전사고,1615,113,0.42,9,1.06,7.96,152,0.39
2017,고령보행사고,1615,44,0.37,5,0.55,11.36,39,0.35
2017,뺑소니사고,1615,28,0.36,0,0,0,58,0.51
2017,무면허사고,1615,29,0.56,1,0.63,3.45,43,0.58
2017,전체,1616,228,0.11,12,0.29,5.26,288,0.09
2017,어린이사고,1616,5,0.05,0,0,0,5,0.04
2017,노인사고,1616,91,0.24,5,0.28,5.49,99,0.24
2017,보행자사고,1616,43,0.09,1,0.06,2.33,43,0.09
2017,자전거사고,1616,10,0.18,0,0,0,10,0.17
2017,야간사고,1616,56,0.06,3,0.14,5.36,71,0.05
2017,어린이보행사고,1616,1,0.02,0,0,0,1,0.02
2017,고령운전사고,1616,54,0.2,2,0.24,3.7,71,0.18
2017,고령보행사고,1616,19,0.16,1,0.11,5.26,18,0.16
2017,PM사고,1616,1,0.85,0,0,0,1,0.81
2017,뺑소니사고,1616,5,0.06,0,0,0,6,0.05
2017,무면허사고,1616,8,0.16,1,0.63,12.5,8,0.11
2017,전체,1617,361,0.17,16,0.38,4.43,565,0.18
2017,어린이사고,1617,13,0.12,0,0,0,21,0.16
2017,노인사고,1617,153,0.41,8,0.45,5.23,178,0.44
2017,보행자사고,1617,59,0.12,4,0.24,6.78,56,0.12
2017,자전거사고,1617,9,0.16,0,0,0,9,0.15
2017,야간사고,1617,93,0.1,4,0.19,4.3,131,0.1
2017,어린이보행사고,1617,7,0.17,0,0,0,7,0.17
2017,스쿨존내어린이사고,1617,1,0.21,0,0,0,1,0.21
2017,고령운전사고,1617,100,0.37,5,0.59,5,154,0.4
2017,고령보행사고,1617,25,0.21,2,0.22,8,23,0.2
2017,뺑소니사고,1617,7,0.09,0,0,0,7,0.06
2017,무면허사고,1617,14,0.27,1,0.63,7.14,16,0.21
2017,전체,1619,206,0.1,11,0.26,5.34,339,0.11
2017,어린이사고,1619,14,0.13,1,1.85,7.14,19,0.14
2017,노인사고,1619,86,0.23,2,0.11,2.33,101,0.25
2017,보행자사고,1619,21,0.04,1,0.06,4.76,20,0.04
2017,자전거사고,1619,5,0.09,0,0,0,5,0.08
2017,야간사고,1619,47,0.05,6,0.28,12.77,73,0.05
2017,어린이보행사고,1619,2,0.05,0,0,0,2,0.05
2017,스쿨존내어린이사고,1619,1,0.21,0,0,0,1,0.21
2017,고령운전사고,1619,48,0.18,1,0.12,2.08,74,0.19
2017,고령보행사고,1619,16,0.13,1,0.11,6.25,15,0.13
2017,뺑소니사고,1619,1,0.01,0,0,0,1,0.01
2017,무면허사고,1619,8,0.16,0,0,0,12,0.16
2017,전체,1620,370,0.17,14,0.33,3.78,538,0.17
2017,어린이사고,1620,15,0.14,0,0,0,18,0.13
2017,노인사고,1620,116,0.31,11,0.62,9.48,126,0.31
2017,보행자사고,1620,67,0.14,3,0.18,4.48,65,0.14
2017,자전거사고,1620,3,0.05,2,1.59,66.67,1,0.02
2017,야간사고,1620,140,0.15,5,0.24,3.57,208,0.15
2017,어린이보행사고,1620,11,0.27,0,0,0,11,0.27
2017,스쿨존내어린이사고,1620,1,0.21,0,0,0,1,0.21
2017,고령운전사고,1620,81,0.3,6,0.71,7.41,121,0.31
2017,고령보행사고,1620,24,0.2,3,0.33,12.5,21,0.19
2017,뺑소니사고,1620,8,0.1,0,0,0,9,0.08
2017,무면허사고,1620,18,0.35,0,0,0,26,0.35
2017,전체,1621,372,0.17,24,0.57,6.45,594,0.18
2017,어린이사고,1621,15,0.14,0,0,0,20,0.15
2017,노인사고,1621,139,0.37,10,0.57,7.19,162,0.4
2017,보행자사고,1621,74,0.16,9,0.54,12.16,65,0.14
2017,자전거사고,1621,1,0.02,0,0,0,1,0.02
2017,야간사고,1621,119,0.13,13,0.62,10.92,173,0.13
2017,어린이보행사고,1621,6,0.15,0,0,0,6,0.15
2017,스쿨존내어린이사고,1621,1,0.21,0,0,0,1,0.21
2017,고령운전사고,1621,104,0.39,4,0.47,3.85,166,0.43
2017,고령보행사고,1621,28,0.23,6,0.66,21.43,22,0.2
2017,뺑소니사고,1621,11,0.14,0,0,0,16,0.14
2017,무면허사고,1621,15,0.29,1,0.63,6.67,17,0.23
2017,전체,1623,817,0.38,33,0.79,4.04,1363,0.42
2017,어린이사고,1623,37,0.34,0,0,0,54,0.4
2017,노인사고,1623,160,0.43,10,0.57,6.25,226,0.56
2017,보행자사고,1623,151,0.32,10,0.6,6.62,147,0.31
2017,자전거사고,1623,5,0.09,0,0,0,5,0.08
2017,야간사고,1623,334,0.37,19,0.9,5.69,533,0.39
2017,어린이보행사고,1623,13,0.32,0,0,0,14,0.34
2017,스쿨존내어린이사고,1623,1,0.21,0,0,0,1,0.21
2017,고령운전사고,1623,111,0.42,4,0.47,3.6,173,0.45
2017,고령보행사고,1623,42,0.35,6,0.66,14.29,37,0.33
2017,뺑소니사고,1623,18,0.23,0,0,0,31,0.27
2017,무면허사고,1623,28,0.55,5,3.14,17.86,39,0.52
2017,전체,1624,72,0.03,1,0.02,1.39,100,0.03
2017,어린이사고,1624,7,0.06,0,0,0,7,0.05
2017,노인사고,1624,12,0.03,0,0,0,15,0.04
2017,보행자사고,1624,14,0.03,0,0,0,15,0.03
2017,자전거사고,1624,3,0.05,0,0,0,3,0.05
2017,야간사고,1624,31,0.03,0,0,0,43,0.03
2017,어린이보행사고,1624,1,0.02,0,0,0,1,0.02
2017,고령운전사고,1624,11,0.04,0,0,0,17,0.04
2017,고령보행사고,1624,4,0.03,0,0,0,4,0.04
2017,뺑소니사고,1624,3,0.04,0,0,0,5,0.04
2017,무면허사고,1624,2,0.04,0,0,0,6,0.08
2017,전체,1700,7748,3.58,307,7.34,3.96,11948,3.7
2017,어린이사고,1700,404,3.69,2,3.7,0.5,526,3.92
2017,노인사고,1700,2079,5.54,167,9.45,8.03,2316,5.71
2017,보행자사고,1700,1659,3.5,116,6.93,6.99,1622,3.4
2017,자전거사고,1700,149,2.63,12,9.52,8.05,144,2.43
2017,야간사고,1700,3099,3.41,147,6.97,4.74,4819,3.55
2017,어린이보행사고,1700,145,3.61,1,2.86,0.69,148,3.61
2017,스쿨존내어린이사고,1700,18,3.76,0,0,0,22,4.52
2017,고령운전사고,1700,1275,4.77,82,9.67,6.43,1827,4.73
2017,고령보행사고,1700,589,4.92,75,8.28,12.73,526,4.69
2017,PM사고,1700,2,1.71,1,25,50,1,0.81
2017,뺑소니사고,1700,356,4.52,11,7.33,3.09,519,4.54
2017,무면허사고,1700,234,4.56,13,8.18,5.56,344,4.6
2017,전체,1701,2431,1.12,54,1.29,2.22,3811,1.18
2017,어린이사고,1701,136,1.24,0,0,0,173,1.29
2017,노인사고,1701,435,1.16,27,1.53,6.21,465,1.15
2017,보행자사고,1701,633,1.34,34,2.03,5.37,629,1.32
2017,자전거사고,1701,24,0.42,2,1.59,8.33,24,0.4
2017,야간사고,1701,1221,1.35,35,1.66,2.87,1919,1.41
2017,어린이보행사고,1701,59,1.47,0,0,0,62,1.51
2017,스쿨존내어린이사고,1701,6,1.25,0,0,0,7,1.44
2017,고령운전사고,1701,246,0.92,9,1.06,3.66,374,0.97
2017,고령보행사고,1701,182,1.52,18,1.99,9.89,166,1.48
2017,뺑소니사고,1701,143,1.81,0,0,0,216,1.89
2017,무면허사고,1701,53,1.03,1,0.63,1.89,93,1.24
2017,전체,1702,1266,0.59,31,0.74,2.45,1843,0.57
2017,어린이사고,1702,66,0.6,0,0,0,82,0.61
2017,노인사고,1702,322,0.86,16,0.91,4.97,345,0.85
2017,보행자사고,1702,265,0.56,14,0.84,5.28,258,0.54
2017,자전거사고,1702,29,0.51,1,0.79,3.45,30,0.51
2017,야간사고,1702,494,0.54,17,0.81,3.44,778,0.57
2017,어린이보행사고,1702,27,0.67,0,0,0,27,0.66
2017,스쿨존내어린이사고,1702,4,0.84,0,0,0,4,0.82
2017,고령운전사고,1702,210,0.79,3,0.35,1.43,276,0.71
2017,고령보행사고,1702,104,0.87,12,1.32,11.54,94,0.84
2017,PM사고,1702,1,0.85,0,0,0,1,0.81
2017,뺑소니사고,1702,79,1,2,1.33,2.53,109,0.95
2017,무면허사고,1702,38,0.74,2,1.26,5.26,56,0.75
2017,전체,1704,734,0.34,27,0.65,3.68,1129,0.35
2017,어린이사고,1704,30,0.27,1,1.85,3.33,40,0.3
2017,노인사고,1704,233,0.62,16,0.91,6.87,261,0.64
2017,보행자사고,1704,126,0.27,14,0.84,11.11,120,0.25
2017,자전거사고,1704,37,0.65,3,2.38,8.11,36,0.61
2017,야간사고,1704,258,0.28,14,0.66,5.43,406,0.3
2017,어린이보행사고,1704,7,0.17,1,2.86,14.29,6,0.15
2017,스쿨존내어린이사고,1704,3,0.63,0,0,0,3,0.62
2017,고령운전사고,1704,156,0.58,9,1.06,5.77,228,0.59
2017,고령보행사고,1704,51,0.43,8,0.88,15.69,46,0.41
2017,뺑소니사고,1704,29,0.37,2,1.33,6.9,39,0.34
2017,무면허사고,1704,23,0.45,1,0.63,4.35,43,0.58
2017,전체,1705,292,0.13,25,0.6,8.56,397,0.12
2017,어린이사고,1705,11,0.1,0,0,0,17,0.13
2017,노인사고,1705,110,0.29,16,0.91,14.55,111,0.27
2017,보행자사고,1705,58,0.12,5,0.3,8.62,55,0.12
2017,자전거사고,1705,6,0.11,2,1.59,33.33,4,0.07
2017,야간사고,1705,102,0.11,9,0.43,8.82,148,0.11
2017,어린이보행사고,1705,2,0.05,0,0,0,2,0.05
2017,고령운전사고,1705,65,0.24,9,1.06,13.85,83,0.21
2017,고령보행사고,1705,21,0.18,3,0.33,14.29,18,0.16
2017,PM사고,1705,1,0.85,1,25,100,0,0
2017,뺑소니사고,1705,9,0.11,0,0,0,21,0.18
2017,무면허사고,1705,11,0.21,2,1.26,18.18,10,0.13
2017,전체,1706,530,0.24,24,0.57,4.53,854,0.26
2017,어린이사고,1706,27,0.25,1,1.85,3.7,31,0.23
2017,노인사고,1706,160,0.43,14,0.79,8.75,174,0.43
2017,보행자사고,1706,79,0.17,8,0.48,10.13,77,0.16
2017,자전거사고,1706,5,0.09,0,0,0,5,0.08
2017,야간사고,1706,141,0.16,10,0.47,7.09,219,0.16
2017,어린이보행사고,1706,5,0.12,0,0,0,5,0.12
2017,스쿨존내어린이사고,1706,1,0.21,0,0,0,1,0.21
2017,고령운전사고,1706,114,0.43,10,1.18,8.77,177,0.46
2017,고령보행사고,1706,35,0.29,5,0.55,14.29,30,0.27
2017,뺑소니사고,1706,23,0.29,3,2,13.04,33,0.29
2017,무면허사고,1706,20,0.39,0,0,0,27,0.36
2017,전체,1711,235,0.11,24,0.57,10.21,338,0.1
2017,어린이사고,1711,10,0.09,0,0,0,11,0.08
2017,노인사고,1711,66,0.18,12,0.68,18.18,62,0.15
2017,보행자사고,1711,40,0.08,7,0.42,17.5,33,0.07
2017,자전거사고,1711,6,0.11,1,0.79,16.67,5,0.08
2017,야간사고,1711,88,0.1,9,0.43,10.23,130,0.1
2017,어린이보행사고,1711,3,0.07,0,0,0,3,0.07
2017,고령운전사고,1711,31,0.12,6,0.71,19.35,39,0.1
2017,고령보행사고,1711,17,0.14,6,0.66,35.29,11,0.1
2017,뺑소니사고,1711,7,0.09,0,0,0,14,0.12
2017,무면허사고,1711,11,0.21,0,0,0,16,0.21
2017,전체,1712,60,0.03,9,0.22,15,92,0.03
2017,어린이사고,1712,2,0.02,0,0,0,4,0.03
2017,노인사고,1712,22,0.06,5,0.28,22.73,19,0.05
2017,보행자사고,1712,8,0.02,2,0.12,25,6,0.01
2017,자전거사고,1712,1,0.02,0,0,0,1,0.02
2017,야간사고,1712,16,0.02,4,0.19,25,22,0.02
2017,고령운전사고,1712,13,0.05,3,0.35,23.08,16,0.04
2017,고령보행사고,1712,5,0.04,2,0.22,40,3,0.03
2017,뺑소니사고,1712,1,0.01,0,0,0,2,0.02
2017,무면허사고,1712,4,0.08,1,0.63,25,3,0.04
2017,전체,1713,131,0.06,10,0.24,7.63,251,0.08
2017,어린이사고,1713,8,0.07,0,0,0,12,0.09
2017,노인사고,1713,61,0.16,6,0.34,9.84,102,0.25
2017,보행자사고,1713,18,0.04,2,0.12,11.11,16,0.03
2017,자전거사고,1713,3,0.05,1,0.79,33.33,2,0.03
2017,야간사고,1713,33,0.04,5,0.24,15.15,45,0.03
2017,어린이보행사고,1713,1,0.02,0,0,0,1,0.02
2017,고령운전사고,1713,34,0.13,4,0.47,11.76,49,0.13
2017,고령보행사고,1713,11,0.09,1,0.11,9.09,10,0.09
2017,뺑소니사고,1713,7,0.09,1,0.67,14.29,10,0.09
2017,무면허사고,1713,4,0.08,0,0,0,4,0.05
2017,전체,1714,59,0.03,10,0.24,16.95,77,0.02
